id,label
5002115,neutral
5002116,neutral
5002118,very bad
5002120,neutral
5002121,very bad
5002123,bad
5002124,very bad
5002126,bad
5002128,bad
5002130,neutral
5002131,very bad
5002134,bad
5002135,good
5002138,neutral
5002140,neutral
5002141,neutral
5002142,very bad
5002144,neutral
5002145,very bad
5002146,bad
5002147,good
5002148,bad
5002149,neutral
5002150,neutral
5002151,good
5002152,good
5002153,good
5002154,bad
5002155,neutral
5002156,neutral
5002157,bad
5002158,neutral
5002160,very bad
5002161,neutral
5002162,bad
5002163,neutral
5002164,neutral
5002165,very bad
5002168,good
5002169,very bad
5002170,neutral
5002171,neutral
5002175,neutral
5002176,good
5002177,good
5002178,good
5002179,good
5002181,neutral
5002182,bad
5002183,neutral
5002186,bad
5002189,bad
5002190,bad
5002191,neutral
5002192,neutral
5002194,very bad
5002196,neutral
5002197,bad
5002198,good
5002199,good
5002200,good
5002201,neutral
5002202,bad
5002203,very bad
5002204,bad
5002205,good
5002206,bad
5002207,good
5002208,neutral
5002209,very bad
5002216,very bad
5002217,very bad
5002218,bad
5002219,bad
5002220,bad
5002221,neutral
5002222,neutral
5002223,good
5002224,good
5002225,very bad
5002226,good
5002227,bad
5002228,good
5002229,good
5002230,bad
5002231,bad
5002232,very bad
5002233,neutral
5002234,neutral
5002235,good
5002236,neutral
5002237,neutral
5002238,good
5002239,neutral
5002241,very bad
5002242,neutral
5002243,very bad
5002244,bad
5002245,very bad
5002246,neutral
5002247,bad
5002248,very bad
5002249,very bad
5002250,very bad
5002251,good
5002253,very bad
5002254,very bad
5002255,very bad
5002256,bad
5002257,bad
5002258,neutral
5002259,neutral
5002260,neutral
5002262,bad
5002263,very bad
5002264,neutral
5002265,bad
5002266,bad
5002267,neutral
5002268,very bad
5002270,good
5002271,neutral
5002273,good
5002274,very bad
5002275,very bad
5002276,very bad
5002277,very bad
5002278,very bad
5002279,bad
5002280,neutral
5002283,bad
5002285,neutral
5002286,neutral
5002287,neutral
5002289,bad
5002291,bad
5002292,neutral
5002293,very bad
5002294,very bad
5002296,good
5002297,neutral
5002298,neutral
5002299,bad
5002300,neutral
5002301,very bad
5002302,very bad
5002303,very bad
5002304,good
5002305,good
5002306,good
5002309,neutral
5002310,very bad
5002311,very bad
5002312,bad
5002313,very bad
5002314,bad
5002315,bad
5002316,neutral
5002317,neutral
5002318,good
5002319,good
5002320,neutral
5002321,neutral
5002322,very bad
5002323,bad
5002324,very bad
5002325,bad
5002326,neutral
5002330,bad
5002331,bad
5002332,very bad
5002333,neutral
5002335,good
5002336,good
5002337,good
5002338,good
5002339,good
5002340,good
5002341,good
5002342,very bad
5002343,bad
5002344,very bad
5002345,very bad
5002346,bad
5002347,neutral
5002348,neutral
5002349,good
5002350,very bad
5002351,bad
5002352,neutral
5002353,neutral
5002354,bad
5002355,very bad
5002356,neutral
5002360,bad
5002363,good
5002364,good
5002365,neutral
5002368,good
5002369,bad
5002370,very bad
5002373,neutral
5002374,neutral
5002375,very bad
5002376,good
5002377,good
5002378,good
5002380,neutral
5002381,bad
5002383,good
5002384,neutral
5002385,neutral
5002386,good
5002387,good
5002388,good
5002390,neutral
5002391,neutral
5002392,bad
5002394,neutral
5002395,neutral
5002396,neutral
5002397,good
5002398,neutral
5002399,bad
5002402,good
5002403,very bad
5002404,very bad
5002405,bad
5002408,good
5002409,neutral
5002410,bad
5002411,bad
5002412,very bad
5002413,very bad
5002418,very bad
5002420,bad
5002421,very bad
5002422,very bad
5002424,bad
5002425,neutral
5002426,neutral
5002427,neutral
5002428,bad
5002429,neutral
5002430,very bad
5002431,very bad
5002432,neutral
5002433,bad
5002434,good
5002435,good
5002436,bad
5002437,very bad
5002438,bad
5002439,bad
5002441,neutral
5002443,very bad
5002444,very bad
5002445,very bad
5002446,very bad
5002447,very bad
5002448,good
5002449,good
5002450,neutral
5002453,neutral
5002454,neutral
5002455,good
5002456,neutral
5002457,neutral
5002458,bad
5002459,very bad
5002460,neutral
5002462,neutral
5002465,neutral
5002467,neutral
5002469,good
5002471,good
5002472,good
5002474,neutral
5002475,bad
5002476,bad
5002477,good
5002479,bad
5002480,neutral
5002481,very bad
5002482,neutral
5002483,good
5002484,neutral
5002485,good
5002486,good
5002487,very bad
5002488,neutral
5002489,bad
5002490,neutral
5002491,bad
5002492,neutral
5002495,good
5002496,good
5002497,good
5002501,very bad
5002502,bad
5002505,bad
5002507,neutral
5002508,bad
5002509,bad
5002510,bad
5002511,bad
5002512,neutral
5002514,neutral
5002515,good
5002518,neutral
5002519,neutral
5002520,neutral
5002521,neutral
5002523,neutral
5002524,neutral
5002525,neutral
5002526,neutral
5002527,very bad
5002528,bad
5002529,good
5002533,neutral
5002534,bad
5002537,very bad
5002538,very bad
5002539,very bad
5002540,very bad
5002541,bad
5002543,bad
5002544,neutral
5002545,very bad
5002547,good
5002548,bad
5002549,good
5002550,neutral
5002551,neutral
5002554,neutral
5002555,bad
5002556,bad
5002557,very bad
5002558,neutral
5002559,bad
5002560,neutral
5002562,good
5002563,good
5002564,neutral
5002565,neutral
5002566,neutral
5002567,neutral
5002568,very bad
5002570,bad
5002571,neutral
5002572,bad
5002573,bad
5002574,very bad
5002575,very bad
5002576,very bad
5002578,good
5002579,neutral
5002581,very bad
5002582,bad
5002583,good
5002584,good
5002585,neutral
5002586,neutral
5002587,good
5002588,good
5002589,bad
5002590,very bad
5002591,neutral
5002592,neutral
5002593,neutral
5002594,neutral
5002595,neutral
5002597,very bad
5002598,neutral
5002599,bad
5002601,bad
5002602,bad
5002603,bad
5002604,bad
5002605,very bad
5002606,bad
5002607,neutral
5002608,very bad
5002609,neutral
5002611,bad
5002612,neutral
5002615,neutral
5002616,neutral
5002617,bad
5002618,good
5002619,neutral
5002620,good
5002621,very bad
5002622,very bad
5002623,very bad
5002624,neutral
5002626,bad
5002628,very bad
5002629,very bad
5002630,good
5002631,good
5002633,bad
5002636,very bad
5002637,bad
5002638,bad
5002639,bad
5002642,bad
5002644,bad
5002645,bad
5002646,bad
5002647,very bad
5002649,very bad
5002650,bad
5002651,bad
5002652,good
5002653,good
5002654,very bad
5002655,good
5002660,neutral
5002661,neutral
5002662,bad
5002665,neutral
5002666,neutral
5002667,very bad
5002668,bad
5002669,bad
5002670,neutral
5002671,neutral
5002672,neutral
5002673,good
5002674,bad
5002675,neutral
5002677,bad
5002679,neutral
5002680,bad
5002683,good
5002684,good
5002685,good
5002686,very bad
5002687,good
5002688,very bad
5002689,very bad
5002690,bad
5002691,bad
5002694,good
5002695,bad
5002696,bad
5002697,bad
5002698,neutral
5002699,good
5002700,bad
5002701,neutral
5002702,good
5002703,neutral
5002704,good
5002705,good
5002706,good
5002708,very bad
5002709,bad
5002710,very bad
5002711,very bad
5002713,very bad
5002715,neutral
5002716,bad
5002717,very bad
5002718,very bad
5002719,very bad
5002720,very bad
5002722,neutral
5002723,bad
5002725,good
5002727,neutral
5002728,bad
5002729,bad
5002730,very bad
5002731,very bad
5002732,very bad
5002733,bad
5002734,bad
5002735,neutral
5002736,good
5002737,good
5002738,very bad
5002739,very bad
5002740,very bad
5002741,bad
5002742,good
5002743,neutral
5002744,neutral
5002745,good
5002747,neutral
5002749,neutral
5002750,neutral
5002752,good
5002753,neutral
5002754,neutral
5002755,very bad
5002756,very bad
5002757,very bad
5002758,neutral
5002759,very bad
5002760,neutral
5002762,neutral
5002763,bad
5002765,very bad
5002766,neutral
5002767,good
5002768,good
5002769,neutral
5002770,bad
5002776,good
5002779,neutral
5002780,neutral
5002781,neutral
5002782,neutral
5002783,neutral
5002784,very bad
5002787,good
5002788,neutral
5002789,very bad
5002790,bad
5002791,very bad
5002792,very bad
5002793,neutral
5002795,neutral
5002796,bad
5002798,neutral
5002799,neutral
5002800,good
5002804,bad
5002805,good
5002806,good
5002807,very bad
5002808,very bad
5002809,very bad
5002810,very bad
5002811,bad
5002812,bad
5002813,very bad
5002814,neutral
5002815,good
5002817,neutral
5002818,good
5002819,neutral
5002820,very bad
5002821,neutral
5002822,good
5002825,neutral
5002827,bad
5002828,bad
5002829,bad
5002830,bad
5002831,neutral
5002832,very bad
5002833,very bad
5002837,bad
5002840,bad
5002841,bad
5002843,bad
5002844,bad
5002845,very bad
5002846,very bad
5002847,very bad
5002848,neutral
5002849,bad
5002850,bad
5002851,good
5002852,very bad
5002853,neutral
5002854,bad
5002855,good
5002856,bad
5002857,bad
5002860,good
5002862,neutral
5002863,bad
5002864,neutral
5002865,good
5002866,very bad
5002867,bad
5002869,bad
5002870,neutral
5002871,bad
5002872,very bad
5002873,good
5002874,neutral
5002878,very bad
5002879,neutral
5002882,neutral
5002883,bad
5002884,very bad
5002886,neutral
5002887,neutral
5002888,neutral
5002889,neutral
5002890,very bad
5002892,good
5002893,neutral
5002894,neutral
5002895,neutral
5002896,neutral
5002897,very bad
5002898,bad
5002899,very bad
5002900,neutral
5002901,neutral
5002902,neutral
5002903,very bad
5002904,very bad
5002905,very bad
5002906,bad
5002909,neutral
5002910,bad
5002911,neutral
5002912,good
5002913,good
5002914,bad
5002915,good
5002916,good
5002917,bad
5002918,very bad
5002919,very bad
5002920,neutral
5002921,very bad
5002922,good
5002923,bad
5002929,neutral
5002930,neutral
5002931,neutral
5002933,good
5002934,neutral
5002935,bad
5002936,very bad
5002937,very bad
5002938,good
5002939,good
5002940,good
5002943,very bad
5002944,very bad
5002945,very bad
5002946,very bad
5002947,neutral
5002948,neutral
5002949,neutral
5002950,bad
5002953,bad
5002955,good
5002956,good
5002958,very bad
5002961,very bad
5002962,bad
5002963,good
5002964,good
5002966,good
5002967,bad
5002968,bad
5002969,bad
5002970,neutral
5002971,neutral
5002972,neutral
5002973,neutral
5002974,neutral
5002975,neutral
5002976,neutral
5002977,neutral
5002978,neutral
5002979,neutral
5002981,neutral
5002982,neutral
5002983,neutral
5002985,bad
5002986,very bad
5002987,neutral
5002988,neutral
5002989,neutral
5002990,neutral
5002991,neutral
5002992,bad
5002993,bad
5002994,neutral
5002995,bad
5002996,very bad
5002999,neutral
5003000,bad
5003001,bad
5003002,neutral
5003003,bad
5003006,very bad
5003007,bad
5003008,good
5003011,good
5003012,good
5003013,good
5003014,neutral
5003015,very bad
5003016,neutral
5003017,very bad
5003018,very bad
5003019,bad
5003020,neutral
5003021,good
5003023,neutral
5003024,bad
5003025,neutral
5003026,neutral
5003027,neutral
5003028,neutral
5003029,good
5003030,neutral
5003031,neutral
5003033,neutral
5003034,good
5003035,bad
5003036,bad
5003037,bad
5003038,bad
5003039,neutral
5003040,bad
5003041,neutral
5003042,neutral
5003043,neutral
5003046,neutral
5003049,good
5003050,good
5003051,bad
5003052,bad
5003053,neutral
5003054,bad
5003056,very bad
5003057,bad
5003058,bad
5003059,good
5003061,bad
5003065,bad
5003066,neutral
5003067,neutral
5003068,neutral
5003069,bad
5003070,bad
5003073,bad
5003074,neutral
5003075,neutral
5003076,neutral
5003079,very bad
5003082,very bad
5003083,very bad
5003084,neutral
5003086,very bad
5003088,very bad
5003089,neutral
5003090,neutral
5003091,neutral
5003092,neutral
5003093,neutral
5003094,neutral
5003095,neutral
5003096,neutral
5003097,very bad
5003098,very bad
5003099,neutral
5003100,neutral
5003101,neutral
5003102,bad
5003103,very bad
5003104,bad
5003105,very bad
5003106,bad
5003107,bad
5003108,neutral
5003110,good
5003111,very bad
5003112,bad
5003113,bad
5003115,bad
5003116,bad
5003117,neutral
5003118,neutral
5003119,good
5003120,neutral
5003121,neutral
5003122,neutral
5003123,bad
5003124,very bad
5003125,bad
5003126,bad
5003127,neutral
5003128,bad
5003129,neutral
5003131,neutral
5003132,neutral
5003133,bad
5003134,very bad
5003135,very bad
5003136,bad
5003137,bad
5003138,neutral
5003139,neutral
5003140,very bad
5003141,good
5003142,bad
5003143,neutral
5003144,good
5003145,bad
5003146,bad
5003147,neutral
5003148,bad
5003149,very bad
5003150,good
5003151,neutral
5003152,bad
5003153,bad
5003154,neutral
5003155,bad
5003156,bad
5003157,bad
5003158,very bad
5003159,bad
5003160,neutral
5003161,very bad
5003162,neutral
5003163,bad
5003164,bad
5003165,neutral
5003166,neutral
5003167,bad
5003168,good
5003169,neutral
5003170,neutral
5003171,very bad
5003172,very bad
5003173,very bad
5003174,neutral
5003175,very bad
5003176,very bad
5003177,very bad
5003178,neutral
5003179,neutral
5003180,bad
5003181,neutral
5003182,bad
5003183,very bad
5003186,very bad
5003187,bad
5003188,neutral
5003189,neutral
5003194,very bad
5003197,bad
5003198,neutral
5003199,very bad
5003200,good
5003201,neutral
5003202,good
5003203,neutral
5003205,neutral
5003206,neutral
5003207,neutral
5003209,bad
5003210,good
5003211,bad
5003212,very bad
5003214,good
5003219,bad
5003220,bad
5003221,good
5003222,good
5003224,neutral
5003225,neutral
5003226,neutral
5003227,neutral
5003228,good
5003229,neutral
5003230,neutral
5003231,bad
5003232,bad
5003233,neutral
5003234,neutral
5003235,neutral
5003236,good
5003237,very bad
5003238,good
5003239,very bad
5003240,very bad
5003241,very bad
5003242,good
5003243,neutral
5003244,very bad
5003245,very bad
5003246,very bad
5003247,bad
5003248,neutral
5003249,good
5003250,neutral
5003252,neutral
5003253,neutral
5003255,very bad
5003256,bad
5003257,neutral
5003258,neutral
5003259,neutral
5003260,bad
5003261,very bad
5003262,bad
5003263,bad
5003264,neutral
5003265,neutral
5003266,very bad
5003267,bad
5003268,good
5003269,good
5003270,bad
5003272,neutral
5003273,very bad
5003274,bad
5003275,bad
5003276,bad
5003277,neutral
5003278,neutral
5003279,very bad
5003281,good
5003282,very bad
5003283,good
5003284,neutral
5003286,neutral
5003287,very bad
5003288,neutral
5003289,very bad
5003291,neutral
5003292,good
5003293,good
5003294,bad
5003295,neutral
5003298,neutral
5003299,neutral
5003300,neutral
5003301,neutral
5003302,neutral
5003303,neutral
5003304,very bad
5003305,very bad
5003306,bad
5003307,very bad
5003308,neutral
5003311,bad
5003312,bad
5003313,very bad
5003314,bad
5003315,neutral
5003316,bad
5003317,bad
5003318,bad
5003319,neutral
5003320,very bad
5003321,good
5003322,good
5003323,good
5003324,good
5003325,good
5003326,good
5003328,very bad
5003329,neutral
5003330,very bad
5003334,bad
5003335,neutral
5003337,very bad
5003338,very bad
5003339,neutral
5003343,neutral
5003344,very bad
5003345,very bad
5003346,neutral
5003349,bad
5003350,neutral
5003351,neutral
5003352,bad
5003353,good
5003354,neutral
5003355,neutral
5003356,neutral
5003357,bad
5003358,neutral
5003359,bad
5003360,good
5003362,neutral
5003364,very bad
5003365,good
5003366,neutral
5003367,neutral
5003369,bad
5003370,bad
5003371,bad
5003372,bad
5003373,very bad
5003374,very bad
5003375,very bad
5003377,neutral
5003378,bad
5003383,neutral
5003385,neutral
5003386,very bad
5003388,very bad
5003391,neutral
5003392,neutral
5003393,very bad
5003394,bad
5003395,bad
5003396,good
5003397,very bad
5003398,neutral
5003400,good
5003401,very bad
5003402,good
5003408,neutral
5003409,neutral
5003410,neutral
5003411,very bad
5003412,very bad
5003413,good
5003414,good
5003415,good
5003417,neutral
5003418,neutral
5003420,bad
5003421,very bad
5003422,good
5003423,good
5003424,very bad
5003428,neutral
5003430,bad
5003431,bad
5003432,good
5003433,neutral
5003434,good
5003435,very bad
5003436,neutral
5003437,neutral
5003438,neutral
5003440,neutral
5003441,neutral
5003442,very bad
5003444,neutral
5003445,good
5003449,very bad
5003450,bad
5003451,bad
5003452,neutral
5003453,very bad
5003454,very bad
5003455,good
5003456,neutral
5003457,very bad
5003458,neutral
5003459,neutral
5003460,neutral
5003461,bad
5003463,very bad
5003464,neutral
5003465,neutral
5003466,good
5003467,neutral
5003469,neutral
5003470,bad
5003471,bad
5003472,neutral
5003473,neutral
5003474,neutral
5003475,neutral
5003476,bad
5003477,bad
5003478,good
5003479,neutral
5003480,neutral
5003481,bad
5003482,very bad
5003483,good
5003484,bad
5003485,very bad
5003486,good
5003487,neutral
5003490,very bad
5003492,bad
5003493,neutral
5003494,bad
5003495,neutral
5003496,very bad
5003497,neutral
5003498,bad
5003499,neutral
5003500,neutral
5003504,neutral
5003505,neutral
5003506,neutral
5003507,neutral
5003509,bad
5003510,bad
5003511,bad
5003512,bad
5003513,very bad
5003514,bad
5003515,neutral
5003516,neutral
5003517,neutral
5003518,neutral
5003519,neutral
5003520,neutral
5003521,neutral
5003522,good
5003523,neutral
5003524,neutral
5003525,neutral
5003526,neutral
5003527,bad
5003528,neutral
5003531,good
5003532,good
5003533,good
5003534,good
5003535,neutral
5003536,very bad
5003537,neutral
5003538,neutral
5003539,bad
5003540,neutral
5003541,bad
5003542,bad
5003543,bad
5003545,good
5003546,good
5003547,good
5003548,neutral
5003549,very bad
5003550,bad
5003551,neutral
5003553,good
5003558,neutral
5003560,bad
5003561,neutral
5003562,very bad
5003563,neutral
5003564,bad
5003565,neutral
5003566,very bad
5003567,good
5003568,neutral
5003569,neutral
5003570,bad
5003571,bad
5003572,neutral
5003574,neutral
5003576,neutral
5003577,very bad
5003579,good
5003582,good
5003583,bad
5003584,very bad
5003586,good
5003587,neutral
5003588,good
5003589,neutral
5003590,neutral
5003591,bad
5003593,neutral
5003594,bad
5003596,good
5003597,neutral
5003598,very bad
5003599,very bad
5003600,neutral
5003601,bad
5003602,neutral
5003603,neutral
5003604,good
5003605,very bad
5003606,bad
5003607,very bad
5003608,very bad
5003609,neutral
5003610,neutral
5003611,neutral
5003612,neutral
5003613,neutral
5003616,bad
5003620,neutral
5003621,neutral
5003622,neutral
5003623,neutral
5003624,bad
5003627,neutral
5003628,neutral
5003629,neutral
5003630,very bad
5003631,very bad
5003632,very bad
5003633,neutral
5003634,neutral
5003635,bad
5003636,good
5003640,very bad
5003642,very bad
5003643,bad
5003644,good
5003645,bad
5003646,very bad
5003647,good
5003648,bad
5003649,very bad
5003651,neutral
5003652,bad
5003659,very bad
5003660,very bad
5003661,bad
5003662,very bad
5003663,neutral
5003665,very bad
5003666,bad
5003667,very bad
5003670,good
5003671,neutral
5003673,neutral
5003674,very bad
5003677,good
5003678,bad
5003679,bad
5003683,good
5003684,neutral
5003685,neutral
5003686,neutral
5003687,neutral
5003688,neutral
5003689,neutral
5003690,bad
5003691,neutral
5003698,bad
5003701,bad
5003702,very bad
5003703,bad
5003704,very bad
5003705,very bad
5003706,very bad
5003709,neutral
5003710,bad
5003711,bad
5003712,bad
5003713,neutral
5003714,neutral
5003715,neutral
5003716,bad
5003717,good
5003718,neutral
5003719,neutral
5003720,very bad
5003721,neutral
5003722,good
5003725,bad
5003726,good
5003727,neutral
5003728,bad
5003729,neutral
5003733,good
5003734,bad
5003736,very bad
5003738,very bad
5003739,neutral
5003740,neutral
5003741,very bad
5003742,very bad
5003743,very bad
5003744,neutral
5003745,neutral
5003746,neutral
5003747,neutral
5003748,good
5003749,neutral
5003750,good
5003751,bad
5003756,good
5003757,very bad
5003758,very bad
5003759,bad
5003760,bad
5003761,very bad
5003762,neutral
5003763,very bad
5003764,neutral
5003765,very bad
5003766,neutral
5003767,good
5003768,good
5003769,good
5003770,very bad
5003771,neutral
5003772,neutral
5003774,neutral
5003775,neutral
5003776,bad
5003777,bad
5003778,very bad
5003779,neutral
5003780,neutral
5003781,bad
5003782,bad
5003783,neutral
5003784,neutral
5003785,very bad
5003786,bad
5003787,very bad
5003790,good
5003791,neutral
5003792,bad
5003793,bad
5003794,bad
5003795,neutral
5003796,neutral
5003797,neutral
5003798,neutral
5003802,neutral
5003803,bad
5003804,very bad
5003806,bad
5003807,bad
5003808,neutral
5003809,bad
5003810,bad
5003811,very bad
5003812,bad
5003813,very bad
5003814,bad
5003821,neutral
5003822,very bad
5003823,very bad
5003824,good
5003825,neutral
5003826,neutral
5003827,good
5003828,good
5003829,neutral
5003830,bad
5003831,neutral
5003836,very bad
5003837,very bad
5003838,neutral
5003839,very bad
5003840,neutral
5003841,neutral
5003842,very bad
5003843,bad
5003844,good
5003845,good
5003846,very bad
5003847,bad
5003848,bad
5003849,bad
5003852,bad
5003853,bad
5003854,very bad
5003855,very bad
5003856,very bad
5003857,neutral
5003860,good
5003861,good
5003862,good
5003863,good
5003865,bad
5003866,bad
5003867,bad
5003868,neutral
5003870,very bad
5003871,neutral
5003872,neutral
5003873,bad
5003874,neutral
5003875,very bad
5003876,neutral
5003880,bad
5003881,very bad
5003882,very bad
5003885,good
5003886,good
5003887,very bad
5003888,bad
5003889,bad
5003890,neutral
5003892,neutral
5003893,neutral
5003895,neutral
5003897,neutral
5003898,good
5003900,neutral
5003901,very bad
5003902,bad
5003905,very bad
5003906,very bad
5003907,neutral
5003912,very bad
5003913,very bad
5003914,bad
5003915,good
5003916,good
5003917,neutral
5003918,neutral
5003919,neutral
5003920,bad
5003921,bad
5003922,neutral
5003924,good
5003925,good
5003927,neutral
5003928,very bad
5003929,neutral
5003930,very bad
5003932,good
5003933,good
5003934,very bad
5003935,good
5003936,good
5003937,good
5003939,bad
5003941,neutral
5003942,bad
5003944,neutral
5003947,neutral
5003948,neutral
5003949,neutral
5003950,neutral
5003951,neutral
5003952,very bad
5003953,very bad
5003954,very bad
5003955,very bad
5003956,very bad
5003957,very bad
5003960,bad
5003961,bad
5003962,bad
5003963,neutral
5003964,bad
5003965,neutral
5003966,neutral
5003967,bad
5003968,neutral
5003969,neutral
5003970,very bad
5003972,bad
5003973,very bad
5003975,bad
5003976,neutral
5003977,bad
5003978,neutral
5003979,good
5003980,bad
5003981,neutral
5003982,good
5003983,neutral
5003984,neutral
5003985,bad
5003986,neutral
5003987,neutral
5003988,neutral
5003989,very bad
5003990,very bad
5003991,bad
5003992,bad
5003993,bad
5003994,very bad
5003995,bad
5003996,neutral
5003997,neutral
5003998,good
5003999,neutral
5004001,neutral
5004004,bad
5004005,very bad
5004007,very bad
5004008,bad
5004009,neutral
5004012,neutral
5004013,neutral
5004014,neutral
5004015,very bad
5004016,very bad
5004017,neutral
5004018,neutral
5004019,bad
5004020,neutral
5004021,very bad
5004022,bad
5004023,neutral
5004024,bad
5004025,bad
5004026,good
5004028,very bad
5004029,very bad
5004030,bad
5004031,bad
5004032,neutral
5004033,very bad
5004034,good
5004036,very bad
5004037,neutral
5004041,good
5004042,neutral
5004043,very bad
5004044,very bad
5004045,very bad
5004046,neutral
5004047,very bad
5004048,bad
5004052,good
5004053,good
5004054,bad
5004055,very bad
5004056,good
5004057,good
5004058,good
5004059,good
5004063,good
5004065,neutral
5004066,neutral
5004067,very bad
5004068,neutral
5004071,very bad
5004072,neutral
5004075,neutral
5004076,neutral
5004077,neutral
5004081,neutral
5004082,very bad
5004083,very bad
5004084,neutral
5004085,very bad
5004086,bad
5004087,bad
5004089,neutral
5004090,neutral
5004091,very bad
5004092,good
5004093,good
5004094,good
5004095,neutral
5004096,very bad
5004097,neutral
5004099,very bad
5004101,bad
5004102,bad
5004104,neutral
5004105,very bad
5004106,neutral
5004107,neutral
5004108,bad
5004109,bad
5004111,neutral
5004113,bad
5004114,bad
5004115,neutral
5004116,good
5004117,good
5004118,neutral
5004122,bad
5004123,neutral
5004124,very bad
5004125,neutral
5004126,very bad
5004127,neutral
5004128,neutral
5004129,bad
5004130,very bad
5004131,very bad
5004132,very bad
5004133,bad
5004134,good
5004135,very bad
5004136,neutral
5004137,bad
