,id,label
362,5002182,1
363,5002183,1
364,5002186,1
365,5002189,1
366,5002190,1
367,5002191,1
368,5002192,1
369,5002194,1
370,5002196,1
371,5002197,1
372,5002198,1
373,5002199,1
374,5002200,1
375,5002201,1
376,5002202,1
377,5002203,1
378,5002204,1
379,5002205,1
380,5002206,1
381,5002207,1
382,5002208,1
383,5002209,1
384,5002216,1
385,5002217,1
386,5002218,1
387,5002219,0
388,5002220,0
389,5002221,1
390,5002222,1
391,5002223,1
392,5002224,1
393,5002225,0
394,5002226,1
395,5002227,1
396,5002228,1
397,5002229,1
398,5002230,0
399,5002231,1
400,5002232,0
401,5002233,1
402,5002234,1
403,5002235,1
404,5002236,1
405,5002237,1
406,5002238,1
407,5002239,1
408,5002241,1
409,5002242,1
410,5002243,1
411,5002244,1
412,5002245,0
413,5002246,1
414,5002247,1
415,5002248,1
416,5002249,1
417,5002250,1
418,5002251,1
419,5002253,0
420,5002254,0
421,5002255,0
422,5002256,1
423,5002257,1
424,5002258,1
425,5002259,1
426,5002260,1
427,5002262,1
428,5002263,1
429,5002264,1
430,5002265,1
431,5002266,1
432,5002267,1
433,5002268,1
434,5002270,1
435,5002271,1
436,5002273,1
437,5002274,0
438,5002275,1
439,5002276,1
440,5002277,1
441,5002278,1
442,5002279,0
443,5002280,1
444,5002283,0
445,5002285,1
446,5002286,1
447,5002287,1
448,5002289,1
449,5002291,1
450,5002292,1
451,5002293,1
452,5002294,0
453,5002296,1
454,5002297,0
455,5002298,1
456,5002299,1
457,5002300,1
458,5002301,1
459,5002302,1
460,5002303,0
461,5002304,1
462,5002305,1
463,5002306,1
464,5002309,1
465,5002310,1
466,5002311,1
467,5002312,1
468,5002313,1
469,5002314,1
470,5002315,1
471,5002316,1
472,5002317,1
473,5002318,1
474,5002319,1
475,5002320,1
476,5002321,1
477,5002322,1
478,5002323,1
479,5002324,1
480,5002325,1
481,5002326,1
482,5002330,1
483,5002331,0
484,5002332,1
485,5002333,1
486,5002335,1
487,5002336,1
488,5002337,1
489,5002338,1
490,5002339,1
491,5002340,1
492,5002341,1
493,5002342,1
494,5002343,1
495,5002344,1
496,5002345,1
497,5002346,1
498,5002347,1
499,5002348,1
500,5002349,1
501,5002350,1
502,5002351,1
503,5002352,1
504,5002353,1
505,5002354,1
506,5002355,1
507,5002356,1
508,5002360,1
509,5002363,1
510,5002364,1
511,5002365,1
512,5002368,1
513,5002369,1
514,5002370,0
515,5002373,0
516,5002374,1
517,5002375,1
518,5002376,1
519,5002377,1
520,5002378,1
521,5002380,0
522,5002381,0
523,5002383,1
524,5002384,1
525,5002385,1
526,5002386,1
527,5002387,1
528,5002388,1
529,5002390,1
530,5002391,1
531,5002392,1
532,5002394,1
533,5002395,1
534,5002396,1
535,5002397,1
536,5002398,1
537,5002399,1
538,5002402,1
539,5002403,1
540,5002404,1
541,5002405,1
542,5002408,1
543,5002409,1
544,5002410,1
545,5002411,1
546,5002412,1
547,5002413,0
548,5002418,1
549,5002420,1
550,5002421,1
551,5002422,1
552,5002424,1
553,5002425,1
554,5002426,1
555,5002427,1
556,5002428,0
557,5002429,1
558,5002430,1
559,5002431,1
560,5002432,1
561,5002433,0
562,5002434,1
563,5002435,1
564,5002436,1
565,5002437,1
566,5002438,1
567,5002439,1
568,5002441,1
569,5002443,1
570,5002444,1
571,5002445,1
572,5002446,0
573,5002447,1
574,5002448,1
575,5002449,1
576,5002450,1
577,5002453,1
578,5002454,1
579,5002455,1
580,5002456,1
581,5002457,1
582,5002458,1
583,5002459,1
584,5002460,1
585,5002462,1
586,5002465,1
587,5002467,1
588,5002469,1
589,5002471,1
590,5002472,1
591,5002474,1
592,5002475,1
593,5002476,1
594,5002477,1
595,5002479,1
596,5002480,1
597,5002481,1
598,5002482,0
599,5002483,1
600,5002484,1
601,5002485,1
602,5002486,1
603,5002487,1
604,5002488,0
605,5002489,0
606,5002490,1
607,5002491,1
608,5002492,1
609,5002495,1
610,5002496,1
611,5002497,1
612,5002501,0
613,5002502,0
614,5002505,1
615,5002507,0
616,5002508,1
617,5002509,1
618,5002510,1
619,5002511,1
620,5002512,1
621,5002514,1
622,5002515,1
623,5002518,1
624,5002519,1
625,5002520,1
626,5002521,1
627,5002523,1
628,5002524,1
629,5002525,1
630,5002526,1
631,5002527,0
632,5002528,1
633,5002529,1
634,5002533,1
635,5002534,1
636,5002537,1
637,5002538,0
638,5002539,1
639,5002540,1
640,5002541,1
641,5002543,1
642,5002544,0
643,5002545,0
644,5002547,1
645,5002548,1
646,5002549,1
647,5002550,1
648,5002551,1
649,5002554,1
650,5002555,1
651,5002556,1
652,5002557,1
653,5002558,1
654,5002559,0
655,5002560,1
656,5002562,1
657,5002563,1
658,5002564,1
659,5002565,1
660,5002566,1
661,5002567,1
662,5002568,0
663,5002570,1
664,5002571,1
665,5002572,1
666,5002573,1
667,5002574,1
668,5002575,0
669,5002576,1
670,5002578,1
671,5002579,1
672,5002581,1
673,5002582,1
674,5002583,1
675,5002584,1
676,5002585,1
677,5002586,1
678,5002587,1
679,5002588,1
680,5002589,1
681,5002590,1
682,5002591,1
683,5002592,1
684,5002593,1
685,5002594,1
686,5002595,0
687,5002597,1
688,5002598,1
689,5002599,1
690,5002601,1
691,5002602,1
692,5002603,1
693,5002604,1
694,5002605,1
695,5002606,1
696,5002607,1
697,5002608,1
698,5002609,1
699,5002611,1
700,5002612,1
701,5002615,1
702,5002616,1
703,5002617,1
704,5002618,1
705,5002619,1
706,5002620,1
707,5002621,1
708,5002622,1
709,5002623,1
710,5002624,1
711,5002626,1
712,5002628,1
713,5002629,1
714,5002630,1
715,5002631,1
716,5002633,1
717,5002636,1
718,5002637,1
719,5002638,0
720,5002639,0
721,5002642,0
722,5002644,1
723,5002645,1
724,5002646,1
725,5002647,1
726,5002649,1
727,5002650,1
728,5002651,1
729,5002652,1
730,5002653,1
731,5002654,1
732,5002655,1
733,5002660,1
734,5002661,1
735,5002662,1
736,5002665,1
737,5002666,1
738,5002667,1
739,5002668,1
740,5002669,1
741,5002670,1
742,5002671,1
743,5002672,1
744,5002673,1
745,5002674,1
746,5002675,1
747,5002677,1
748,5002679,1
749,5002680,1
750,5002683,1
751,5002684,1
752,5002685,1
753,5002686,1
754,5002687,1
755,5002688,1
756,5002689,1
757,5002690,1
758,5002691,1
759,5002694,1
760,5002695,0
761,5002696,1
762,5002697,1
763,5002698,1
764,5002699,1
765,5002700,1
766,5002701,1
767,5002702,1
768,5002703,1
769,5002704,1
770,5002705,1
771,5002706,1
772,5002708,1
773,5002709,1
774,5002710,1
775,5002711,1
776,5002713,1
777,5002715,0
778,5002716,1
779,5002717,0
780,5002718,1
781,5002719,0
782,5002720,0
783,5002722,1
784,5002723,1
785,5002725,1
786,5002727,1
787,5002728,1
788,5002729,1
789,5002730,1
790,5002731,1
791,5002732,1
792,5002733,1
793,5002734,0
794,5002735,1
795,5002736,1
796,5002737,1
797,5002738,1
798,5002739,1
799,5002740,1
800,5002741,1
801,5002742,1
802,5002743,1
803,5002744,0
804,5002745,1
805,5002747,1
806,5002749,1
807,5002750,1
808,5002752,1
809,5002753,1
810,5002754,1
811,5002755,1
812,5002756,1
813,5002757,1
814,5002758,1
815,5002759,1
816,5002760,1
817,5002762,1
818,5002763,1
819,5002765,1
820,5002766,0
821,5002767,1
822,5002768,1
823,5002769,1
824,5002770,1
825,5002776,1
826,5002779,1
827,5002780,1
828,5002781,1
829,5002782,1
830,5002783,1
831,5002784,0
832,5002787,1
833,5002788,1
834,5002789,1
835,5002790,1
836,5002791,1
837,5002792,1
838,5002793,0
839,5002795,0
840,5002796,0
841,5002798,1
842,5002799,1
843,5002800,1
844,5002804,1
845,5002805,1
846,5002806,1
847,5002807,1
848,5002808,0
849,5002809,0
850,5002810,0
851,5002811,0
852,5002812,0
853,5002813,0
854,5002814,1
855,5002815,1
856,5002817,1
857,5002818,1
858,5002819,1
859,5002820,1
860,5002821,1
861,5002822,1
862,5002825,1
863,5002827,1
864,5002828,1
865,5002829,1
866,5002830,1
867,5002831,0
868,5002832,1
869,5002833,1
870,5002837,1
871,5002840,0
872,5002841,0
873,5002843,0
874,5002844,0
875,5002845,1
876,5002846,1
877,5002847,0
878,5002848,1
879,5002849,1
880,5002850,1
881,5002851,1
882,5002852,1
883,5002853,0
884,5002854,0
885,5002855,1
886,5002856,0
887,5002857,0
888,5002860,1
889,5002862,1
890,5002863,1
891,5002864,1
892,5002865,1
893,5002866,1
894,5002867,1
895,5002869,1
896,5002870,1
897,5002871,1
898,5002872,1
899,5002873,1
900,5002874,1
901,5002878,1
902,5002879,1
903,5002882,1
904,5002883,1
905,5002884,0
906,5002886,1
907,5002887,1
908,5002888,1
909,5002889,1
910,5002890,1
911,5002892,1
912,5002893,1
913,5002894,1
914,5002895,1
915,5002896,1
916,5002897,1
917,5002898,1
918,5002899,1
919,5002900,1
920,5002901,1
921,5002902,1
922,5002903,1
923,5002904,1
924,5002905,0
925,5002906,0
926,5002909,1
927,5002910,1
928,5002911,1
929,5002912,1
930,5002913,1
931,5002914,1
932,5002915,1
933,5002916,1
934,5002917,1
935,5002918,1
936,5002919,1
937,5002920,1
938,5002921,1
939,5002922,1
940,5002923,0
941,5002929,1
942,5002930,1
943,5002931,1
944,5002933,1
945,5002934,1
946,5002935,0
947,5002936,1
948,5002937,1
949,5002938,1
950,5002939,1
951,5002940,1
952,5002943,1
953,5002944,1
954,5002945,0
955,5002946,1
956,5002947,1
957,5002948,1
958,5002949,1
959,5002950,0
960,5002953,1
961,5002955,1
962,5002956,1
963,5002958,1
964,5002961,1
965,5002962,0
966,5002963,1
967,5002964,1
968,5002966,1
969,5002967,1
970,5002968,1
971,5002969,1
972,5002970,1
973,5002971,1
974,5002972,1
975,5002973,1
976,5002974,1
977,5002975,1
978,5002976,1
979,5002977,1
980,5002978,1
981,5002979,1
982,5002981,1
983,5002982,1
984,5002983,1
985,5002985,1
986,5002986,1
987,5002987,1
988,5002988,1
989,5002989,0
990,5002990,1
991,5002991,1
992,5002992,1
993,5002993,0
994,5002994,1
995,5002995,1
996,5002996,0
997,5002999,1
998,5003000,1
999,5003001,0
1000,5003002,1
1001,5003003,0
1002,5003006,1
1003,5003007,1
1004,5003008,1
1005,5003011,1
1006,5003012,1
1007,5003013,1
1008,5003014,1
1009,5003015,1
1010,5003016,1
1011,5003017,1
1012,5003018,1
1013,5003019,1
1014,5003020,1
1015,5003021,1
1016,5003023,1
1017,5003024,1
1018,5003025,1
1019,5003026,0
1020,5003027,1
1021,5003028,1
1022,5003029,1
1023,5003030,1
1024,5003031,1
1025,5003033,0
1026,5003034,1
1027,5003035,0
1028,5003036,1
1029,5003037,1
1030,5003038,1
1031,5003039,0
1032,5003040,1
1033,5003041,1
1034,5003042,1
1035,5003043,0
1036,5003046,1
1037,5003049,1
1038,5003050,1
1039,5003051,1
1040,5003052,1
1041,5003053,1
1042,5003054,1
1043,5003056,1
1044,5003057,1
1045,5003058,1
1046,5003059,1
1047,5003061,1
1048,5003065,1
1049,5003066,1
1050,5003067,1
1051,5003068,1
1052,5003069,1
1053,5003070,0
1054,5003073,1
1055,5003074,1
1056,5003075,1
1057,5003076,1
1058,5003079,1
1059,5003082,1
1060,5003083,1
1061,5003084,1
1062,5003086,1
1063,5003088,0
1064,5003089,1
1065,5003090,1
1066,5003091,1
1067,5003092,1
1068,5003093,1
1069,5003094,1
1070,5003095,1
1071,5003096,1
1072,5003097,0
1073,5003098,1
1074,5003099,1
1075,5003100,1
1076,5003101,1
1077,5003102,1
1078,5003103,1
1079,5003104,1
1080,5003105,0
1081,5003106,1
1082,5003107,1
1083,5003108,1
1084,5003110,1
1085,5003111,1
1086,5003112,1
1087,5003113,1
1088,5003115,1
1089,5003116,1
1090,5003117,1
1091,5003118,0
1092,5003119,1
1093,5003120,1
1094,5003121,1
1095,5003122,1
1096,5003123,1
1097,5003124,1
1098,5003125,1
1099,5003126,1
1100,5003127,1
1101,5003128,1
1102,5003129,1
1103,5003131,1
1104,5003132,1
1105,5003133,1
1106,5003134,1
1107,5003135,1
1108,5003136,0
1109,5003137,0
1110,5003138,1
1111,5003139,1
1112,5003140,1
1113,5003141,1
1114,5003142,1
1115,5003143,1
1116,5003144,1
1117,5003145,1
1118,5003146,1
1119,5003147,1
1120,5003148,1
1121,5003149,1
1122,5003150,1
1123,5003151,1
1124,5003152,1
1125,5003153,1
1126,5003154,1
1127,5003155,1
1128,5003156,1
1129,5003157,1
1130,5003158,1
1131,5003159,1
1132,5003160,1
1133,5003161,1
1134,5003162,1
1135,5003163,1
1136,5003164,1
1137,5003165,1
1138,5003166,1
1139,5003167,0
1140,5003168,1
1141,5003169,1
1142,5003170,1
1143,5003171,1
1144,5003172,0
1145,5003173,1
1146,5003174,1
1147,5003175,1
1148,5003176,1
1149,5003177,0
1150,5003178,1
1151,5003179,0
1152,5003180,1
1153,5003181,1
1154,5003182,1
1155,5003183,1
1156,5003186,1
1157,5003187,1
1158,5003188,1
1159,5003189,1
1160,5003194,1
1161,5003197,0
1162,5003198,1
1163,5003199,0
1164,5003200,1
1165,5003201,1
1166,5003202,1
1167,5003203,1
1168,5003205,1
1169,5003206,1
1170,5003207,1
1171,5003209,1
1172,5003210,1
1173,5003211,1
1174,5003212,1
1175,5003214,1
1176,5003219,1
1177,5003220,1
1178,5003221,1
1179,5003222,1
1180,5003224,1
1181,5003225,1
1182,5003226,1
1183,5003227,1
1184,5003228,1
1185,5003229,1
1186,5003230,1
1187,5003231,1
1188,5003232,1
1189,5003233,1
1190,5003234,1
1191,5003235,1
1192,5003236,1
1193,5003237,0
1194,5003238,1
1195,5003239,1
1196,5003240,1
1197,5003241,1
1198,5003242,1
1199,5003243,1
1200,5003244,1
1201,5003245,1
1202,5003246,1
1203,5003247,1
1204,5003248,0
1205,5003249,1
1206,5003250,1
1207,5003252,1
1208,5003253,1
1209,5003255,0
1210,5003256,1
1211,5003257,1
1212,5003258,1
1213,5003259,1
1214,5003260,1
1215,5003261,0
1216,5003262,1
1217,5003263,1
1218,5003264,1
1219,5003265,1
1220,5003266,0
1221,5003267,0
1222,5003268,1
1223,5003269,1
1224,5003270,1
1225,5003272,1
1226,5003273,1
1227,5003274,1
1228,5003275,1
1229,5003276,1
1230,5003277,1
1231,5003278,1
1232,5003279,1
1233,5003281,1
1234,5003282,1
1235,5003283,1
1236,5003284,1
1237,5003286,1
1238,5003287,0
1239,5003288,1
1240,5003289,1
1241,5003291,1
1242,5003292,1
1243,5003293,1
1244,5003294,0
1245,5003295,1
1246,5003298,1
1247,5003299,1
1248,5003300,1
1249,5003301,1
1250,5003302,1
1251,5003303,1
1252,5003304,1
1253,5003305,0
1254,5003306,0
1255,5003307,0
1256,5003308,1
1257,5003311,1
1258,5003312,1
1259,5003313,0
1260,5003314,1
1261,5003315,1
1262,5003316,0
1263,5003317,1
1264,5003318,0
1265,5003319,1
1266,5003320,1
1267,5003321,1
1268,5003322,1
1269,5003323,1
1270,5003324,1
1271,5003325,1
1272,5003326,1
1273,5003328,1
1274,5003329,1
1275,5003330,1
1276,5003334,0
1277,5003335,1
1278,5003337,1
1279,5003338,1
1280,5003339,1
1281,5003343,1
1282,5003344,1
1283,5003345,1
1284,5003346,1
1285,5003349,1
1286,5003350,1
1287,5003351,1
1288,5003352,1
1289,5003353,1
1290,5003354,1
1291,5003355,1
1292,5003356,1
1293,5003357,1
1294,5003358,1
1295,5003359,1
1296,5003360,1
1297,5003362,1
1298,5003364,1
1299,5003365,1
1300,5003366,1
1301,5003367,1
1302,5003369,1
1303,5003370,1
1304,5003371,1
1305,5003372,1
1306,5003373,1
1307,5003374,1
1308,5003375,0
1309,5003377,1
1310,5003378,1
1311,5003383,1
1312,5003385,0
1313,5003386,1
1314,5003388,1
1315,5003391,1
1316,5003392,1
1317,5003393,1
1318,5003394,1
1319,5003395,1
1320,5003396,1
1321,5003397,1
1322,5003398,0
1323,5003400,1
1324,5003401,0
1325,5003402,1
1326,5003408,1
1327,5003409,1
1328,5003410,1
1329,5003411,1
1330,5003412,0
1331,5003413,1
1332,5003414,1
1333,5003415,1
1334,5003417,1
1335,5003418,1
1336,5003420,1
1337,5003421,1
1338,5003422,1
1339,5003423,1
1340,5003424,0
1341,5003428,1
1342,5003430,0
1343,5003431,0
1344,5003432,1
1345,5003433,1
1346,5003434,1
1347,5003435,1
1348,5003436,1
1349,5003437,1
1350,5003438,1
1351,5003440,1
1352,5003441,1
1353,5003442,1
1354,5003444,1
1355,5003445,1
1356,5003449,1
1357,5003450,1
1358,5003451,1
1359,5003452,1
1360,5003453,1
1361,5003454,1
1362,5003455,1
1363,5003456,1
1364,5003457,1
1365,5003458,1
1366,5003459,1
1367,5003460,1
1368,5003461,0
1369,5003463,0
1370,5003464,1
1371,5003465,1
1372,5003466,1
1373,5003467,0
1374,5003469,0
1375,5003470,1
1376,5003471,0
1377,5003472,1
1378,5003473,1
1379,5003474,1
1380,5003475,1
1381,5003476,1
1382,5003477,1
1383,5003478,1
1384,5003479,1
1385,5003480,1
1386,5003481,0
1387,5003482,1
1388,5003483,1
1389,5003484,0
1390,5003485,0
1391,5003486,1
1392,5003487,1
1393,5003490,0
1394,5003492,1
1395,5003493,1
1396,5003494,1
1397,5003495,1
1398,5003496,0
1399,5003497,1
1400,5003498,1
1401,5003499,1
1402,5003500,1
1403,5003504,1
1404,5003505,1
1405,5003506,1
1406,5003507,0
1407,5003509,0
1408,5003510,1
1409,5003511,1
1410,5003512,1
1411,5003513,1
1412,5003514,1
1413,5003515,1
1414,5003516,1
1415,5003517,1
1416,5003518,1
1417,5003519,1
1418,5003520,1
1419,5003521,1
1420,5003522,1
1421,5003523,1
1422,5003524,1
1423,5003525,0
1424,5003526,1
1425,5003527,1
1426,5003528,1
1427,5003531,1
1428,5003532,1
1429,5003533,1
1430,5003534,1
1431,5003535,1
1432,5003536,1
1433,5003537,1
1434,5003538,1
1435,5003539,1
1436,5003540,1
1437,5003541,1
1438,5003542,1
1439,5003543,1
1440,5003545,1
1441,5003546,1
1442,5003547,1
1443,5003548,1
1444,5003549,1
1445,5003550,1
1446,5003551,1
1447,5003553,1
1448,5003558,1
1449,5003560,1
1450,5003561,1
1451,5003562,1
1452,5003563,1
1453,5003564,1
1454,5003565,1
1455,5003566,1
1456,5003567,1
1457,5003568,1
1458,5003569,1
1459,5003570,0
1460,5003571,0
1461,5003572,1
1462,5003574,1
1463,5003576,1
1464,5003577,1
1465,5003579,1
1466,5003582,1
1467,5003583,1
1468,5003584,1
1469,5003586,1
1470,5003587,1
1471,5003588,1
1472,5003589,1
1473,5003590,1
1474,5003591,1
1475,5003593,1
1476,5003594,1
1477,5003596,1
1478,5003597,1
1479,5003598,0
1480,5003599,1
1481,5003600,1
1482,5003601,0
1483,5003602,1
1484,5003603,1
1485,5003604,1
1486,5003605,1
1487,5003606,1
1488,5003607,1
1489,5003608,1
1490,5003609,0
1491,5003610,1
1492,5003611,1
1493,5003612,1
1494,5003613,1
1495,5003616,1
1496,5003620,1
1497,5003621,1
1498,5003622,1
1499,5003623,1
1500,5003624,0
1501,5003627,1
1502,5003628,1
1503,5003629,1
1504,5003630,0
1505,5003631,1
1506,5003632,0
1507,5003633,1
1508,5003634,1
1509,5003635,0
1510,5003636,1
1511,5003640,1
1512,5003642,0
1513,5003643,0
1514,5003644,1
1515,5003645,1
1516,5003646,1
1517,5003647,1
1518,5003648,1
1519,5003649,1
1520,5003651,1
1521,5003652,1
1522,5003659,1
1523,5003660,1
1524,5003661,1
1525,5003662,1
1526,5003663,1
1527,5003665,1
1528,5003666,1
1529,5003667,1
1530,5003670,1
1531,5003671,1
1532,5003673,1
1533,5003674,1
1534,5003677,1
1535,5003678,1
1536,5003679,1
1537,5003683,1
1538,5003684,1
1539,5003685,1
1540,5003686,1
1541,5003687,1
1542,5003688,1
1543,5003689,1
1544,5003690,1
1545,5003691,1
1546,5003698,1
1547,5003701,1
1548,5003702,1
1549,5003703,1
1550,5003704,1
1551,5003705,1
1552,5003706,1
1553,5003709,1
1554,5003710,1
1555,5003711,1
1556,5003712,0
1557,5003713,1
1558,5003714,1
1559,5003715,1
1560,5003716,1
1561,5003717,1
1562,5003718,1
1563,5003719,1
1564,5003720,1
1565,5003721,1
1566,5003722,1
1567,5003725,1
1568,5003726,1
1569,5003727,1
1570,5003728,1
1571,5003729,1
1572,5003733,1
1573,5003734,1
1574,5003736,1
1575,5003738,0
1576,5003739,1
1577,5003740,1
1578,5003741,1
1579,5003742,0
1580,5003743,1
1581,5003744,1
1582,5003745,1
1583,5003746,1
1584,5003747,1
1585,5003748,1
1586,5003749,1
1587,5003750,1
1588,5003751,0
1589,5003756,1
1590,5003757,1
1591,5003758,1
1592,5003759,1
1593,5003760,1
1594,5003761,0
1595,5003762,1
1596,5003763,1
1597,5003764,1
1598,5003765,1
1599,5003766,1
1600,5003767,1
1601,5003768,1
1602,5003769,1
1603,5003770,0
1604,5003771,1
1605,5003772,1
1606,5003774,1
1607,5003775,1
1608,5003776,1
1609,5003777,1
1610,5003778,1
1611,5003779,1
1612,5003780,1
1613,5003781,1
1614,5003782,1
1615,5003783,1
1616,5003784,1
1617,5003785,1
1618,5003786,1
1619,5003787,1
1620,5003790,1
1621,5003791,0
1622,5003792,0
1623,5003793,0
1624,5003794,1
1625,5003795,1
1626,5003796,1
1627,5003797,1
1628,5003798,1
1629,5003802,0
1630,5003803,0
1631,5003804,0
1632,5003806,1
1633,5003807,1
1634,5003808,1
1635,5003809,1
1636,5003810,1
1637,5003811,1
1638,5003812,1
1639,5003813,1
1640,5003814,1
1641,5003821,1
1642,5003822,1
1643,5003823,0
1644,5003824,1
1645,5003825,1
1646,5003826,1
1647,5003827,1
1648,5003828,1
1649,5003829,1
1650,5003830,1
1651,5003831,1
1652,5003836,1
1653,5003837,1
1654,5003838,1
1655,5003839,1
1656,5003840,1
1657,5003841,1
1658,5003842,1
1659,5003843,1
1660,5003844,1
1661,5003845,1
1662,5003846,1
1663,5003847,1
1664,5003848,1
