id,label
5002070,bad
5002071,bad
5002072,neutral
5002073,neutral
5002076,good
5002077,good
5002078,neutral
5002079,neutral
5002080,bad
5002081,bad
5002082,bad
5002083,neutral
5002084,bad
5002085,bad
5002087,neutral
5002088,neutral
5002091,neutral
5002094,good
5002096,neutral
5002097,neutral
5002098,neutral
5002101,neutral
5002104,neutral
5002105,neutral
5002106,neutral
5002107,bad
5002108,neutral
5002109,neutral
5002110,bad
5002111,neutral
5002112,neutral
5002113,good
5002114,good
5002115,neutral
5002116,neutral
5002118,bad
5002120,neutral
5002121,bad
5002123,neutral
5002124,bad
5002126,neutral
5002128,neutral
5002130,neutral
5002131,bad
5002134,neutral
5002135,good
5002138,good
5002140,neutral
5002141,neutral
5002142,bad
5002144,neutral
5002145,bad
5002146,neutral
5002147,good
5002148,bad
5002149,neutral
5002150,neutral
5002151,good
5002152,good
5002153,good
5002154,neutral
5002155,neutral
5002156,neutral
5002157,bad
5002158,neutral
5002160,bad
5002161,neutral
5002162,neutral
5002163,neutral
5002164,neutral
5002165,bad
5002168,good
5002169,bad
5002170,neutral
5002171,neutral
5002175,neutral
5002176,good
5002177,good
5002178,good
5002179,good
5002181,neutral
5002182,neutral
5002183,neutral
5002186,neutral
5002189,neutral
5002190,neutral
5002191,neutral
5002192,neutral
5002194,bad
5002196,good
5002197,neutral
5002198,good
5002199,good
5002200,good
5002201,neutral
5002202,neutral
5002203,bad
5002204,bad
5002205,good
5002206,bad
5002207,good
5002208,neutral
5002209,bad
5002216,bad
5002217,bad
5002218,bad
5002219,bad
5002220,bad
5002221,neutral
5002222,neutral
5002223,good
5002224,good
5002225,bad
5002226,good
5002227,bad
5002228,good
5002229,good
5002230,bad
5002231,neutral
5002232,bad
5002233,neutral
5002234,neutral
5002235,good
5002236,neutral
5002237,neutral
5002238,good
5002239,neutral
5002241,bad
5002242,neutral
5002243,bad
5002244,neutral
5002245,bad
5002246,neutral
5002247,neutral
5002248,bad
5002249,bad
5002250,bad
5002251,good
5002253,bad
5002254,bad
5002255,bad
5002256,neutral
5002257,neutral
5002258,neutral
5002259,neutral
5002260,neutral
5002262,bad
5002263,bad
5002264,neutral
5002265,bad
5002266,neutral
5002267,neutral
5002268,bad
5002270,good
5002271,neutral
5002273,good
5002274,bad
5002275,bad
5002276,bad
5002277,bad
5002278,bad
5002279,neutral
5002280,neutral
5002283,neutral
5002285,neutral
5002286,neutral
5002287,neutral
5002289,neutral
5002291,bad
5002292,neutral
5002293,bad
5002294,bad
5002296,good
5002297,neutral
5002298,neutral
5002299,neutral
5002300,neutral
5002301,bad
5002302,bad
5002303,bad
5002304,good
5002305,good
5002306,good
5002309,neutral
5002310,bad
5002311,bad
5002312,neutral
5002313,bad
5002314,neutral
5002315,neutral
5002316,neutral
5002317,neutral
5002318,good
5002319,good
5002320,neutral
5002321,neutral
5002322,bad
5002323,neutral
5002324,bad
5002325,neutral
5002326,neutral
5002330,neutral
5002331,bad
5002332,bad
5002333,neutral
5002335,good
5002336,good
5002337,good
5002338,good
5002339,good
5002340,good
5002341,good
5002342,bad
5002343,bad
5002344,bad
5002345,bad
5002346,neutral
5002347,neutral
5002348,neutral
5002349,good
5002350,bad
5002351,neutral
5002352,neutral
5002353,neutral
5002354,neutral
5002355,bad
5002356,neutral
5002360,bad
5002363,good
5002364,good
5002365,neutral
5002368,good
5002369,neutral
5002370,bad
5002373,neutral
5002374,neutral
5002375,bad
5002376,good
5002377,good
5002378,good
5002380,neutral
5002381,neutral
5002383,good
5002384,neutral
5002385,neutral
5002386,good
5002387,good
5002388,good
5002390,neutral
5002391,neutral
5002392,neutral
5002394,neutral
5002395,neutral
5002396,neutral
5002397,good
5002398,neutral
5002399,neutral
5002402,good
5002403,bad
5002404,bad
5002405,neutral
5002408,good
5002409,good
5002410,neutral
5002411,neutral
5002412,bad
5002413,bad
5002418,bad
5002420,neutral
5002421,bad
5002422,bad
5002424,bad
5002425,neutral
5002426,neutral
5002427,neutral
5002428,neutral
5002429,neutral
5002430,bad
5002431,bad
5002432,neutral
5002433,neutral
5002434,good
5002435,good
5002436,neutral
5002437,bad
5002438,neutral
5002439,neutral
5002441,good
5002443,bad
5002444,bad
5002445,bad
5002446,bad
5002447,bad
5002448,good
5002449,good
5002450,neutral
5002453,neutral
5002454,neutral
5002455,good
5002456,neutral
5002457,neutral
5002458,neutral
5002459,bad
5002460,neutral
5002462,neutral
5002465,neutral
5002467,neutral
5002469,good
5002471,good
5002472,good
5002474,neutral
5002475,neutral
5002476,neutral
5002477,good
5002479,neutral
5002480,neutral
5002481,bad
5002482,neutral
5002483,good
5002484,neutral
5002485,good
5002486,good
5002487,bad
5002488,neutral
5002489,neutral
5002490,neutral
5002491,neutral
5002492,neutral
5002495,good
5002496,good
5002497,good
5002501,bad
5002502,neutral
5002505,bad
5002507,neutral
5002508,neutral
5002509,bad
5002510,neutral
5002511,neutral
5002512,good
5002514,neutral
5002515,good
5002518,neutral
5002519,neutral
5002520,neutral
5002521,neutral
5002523,neutral
5002524,neutral
5002525,neutral
5002526,neutral
5002527,bad
5002528,neutral
5002529,good
5002533,neutral
5002534,bad
5002537,bad
5002538,bad
5002539,bad
5002540,bad
5002541,neutral
5002543,neutral
5002544,neutral
5002545,bad
5002547,good
5002548,neutral
5002549,good
5002550,neutral
5002551,neutral
5002554,neutral
5002555,neutral
5002556,neutral
5002557,bad
5002558,neutral
5002559,neutral
5002560,neutral
5002562,good
5002563,good
5002564,neutral
5002565,neutral
5002566,neutral
5002567,neutral
5002568,bad
5002570,neutral
5002571,neutral
5002572,neutral
5002573,neutral
5002574,bad
5002575,bad
5002576,bad
5002578,good
5002579,neutral
5002581,bad
5002582,neutral
5002583,good
5002584,good
5002585,neutral
5002586,neutral
5002587,good
5002588,good
5002589,bad
5002590,bad
5002591,neutral
5002592,neutral
5002593,neutral
5002594,neutral
5002595,neutral
5002597,bad
5002598,good
5002599,neutral
5002601,neutral
5002602,neutral
5002603,bad
5002604,neutral
5002605,bad
5002606,neutral
5002607,neutral
5002608,bad
5002609,neutral
5002611,neutral
5002612,neutral
5002615,neutral
5002616,neutral
5002617,neutral
5002618,good
5002619,neutral
5002620,good
5002621,bad
5002622,bad
5002623,bad
5002624,neutral
5002626,neutral
5002628,bad
5002629,bad
5002630,good
5002631,good
5002633,bad
5002636,bad
5002637,neutral
5002638,neutral
5002639,neutral
5002642,neutral
5002644,neutral
5002645,neutral
5002646,neutral
5002647,bad
5002649,bad
5002650,neutral
5002651,neutral
5002652,good
5002653,good
5002654,bad
5002655,good
5002660,neutral
5002661,neutral
5002662,neutral
5002665,neutral
5002666,neutral
5002667,bad
5002668,neutral
5002669,neutral
5002670,good
5002671,neutral
5002672,neutral
5002673,good
5002674,neutral
5002675,neutral
5002677,bad
5002679,neutral
5002680,neutral
5002683,good
5002684,good
5002685,good
5002686,bad
5002687,good
5002688,bad
5002689,bad
5002690,bad
5002691,neutral
5002694,good
5002695,bad
5002696,bad
5002697,bad
5002698,neutral
5002699,good
5002700,neutral
5002701,neutral
5002702,good
5002703,neutral
5002704,good
5002705,good
5002706,good
5002708,bad
5002709,neutral
5002710,bad
5002711,bad
5002713,bad
5002715,neutral
5002716,bad
5002717,bad
5002718,bad
5002719,bad
5002720,bad
5002722,neutral
5002723,neutral
5002725,good
5002727,neutral
5002728,bad
5002729,neutral
5002730,bad
5002731,bad
5002732,bad
5002733,neutral
5002734,bad
5002735,neutral
5002736,good
5002737,good
5002738,bad
5002739,bad
5002740,bad
5002741,neutral
5002742,good
5002743,neutral
5002744,neutral
5002745,good
5002747,neutral
5002749,neutral
5002750,neutral
5002752,good
5002753,neutral
5002754,neutral
5002755,bad
5002756,bad
5002757,bad
5002758,neutral
5002759,bad
5002760,neutral
5002762,neutral
5002763,bad
5002765,bad
5002766,neutral
5002767,good
5002768,good
5002769,neutral
5002770,neutral
5002776,good
5002779,neutral
5002780,neutral
5002781,neutral
5002782,neutral
5002783,neutral
5002784,bad
5002787,good
5002788,neutral
5002789,bad
5002790,neutral
5002791,bad
5002792,bad
5002793,neutral
5002795,neutral
5002796,neutral
5002798,neutral
5002799,neutral
5002800,good
5002804,neutral
5002805,good
5002806,good
5002807,bad
5002808,bad
5002809,bad
5002810,bad
5002811,neutral
5002812,neutral
5002813,bad
5002814,neutral
5002815,good
5002817,neutral
5002818,good
5002819,neutral
5002820,bad
5002821,neutral
5002822,good
5002825,neutral
5002827,neutral
5002828,neutral
5002829,bad
5002830,neutral
5002831,neutral
5002832,bad
5002833,bad
5002837,bad
5002840,neutral
5002841,bad
5002843,neutral
5002844,neutral
5002845,bad
5002846,bad
5002847,bad
5002848,neutral
5002849,neutral
5002850,bad
5002851,good
5002852,bad
5002853,neutral
5002854,neutral
5002855,good
5002856,bad
5002857,neutral
5002860,good
5002862,neutral
5002863,neutral
5002864,neutral
5002865,good
5002866,bad
5002867,neutral
5002869,neutral
5002870,neutral
5002871,bad
5002872,bad
5002873,good
5002874,neutral
5002878,bad
5002879,neutral
5002882,neutral
5002883,bad
5002884,bad
5002886,neutral
5002887,neutral
5002888,neutral
5002889,neutral
5002890,bad
5002892,good
5002893,neutral
5002894,neutral
5002895,neutral
5002896,neutral
5002897,bad
5002898,neutral
5002899,bad
5002900,neutral
5002901,neutral
5002902,neutral
5002903,bad
5002904,bad
5002905,bad
5002906,neutral
5002909,neutral
5002910,neutral
5002911,neutral
5002912,good
5002913,good
5002914,neutral
5002915,good
5002916,good
5002917,neutral
5002918,bad
5002919,bad
5002920,neutral
5002921,bad
5002922,good
5002923,neutral
5002929,neutral
5002930,neutral
5002931,neutral
5002933,good
5002934,neutral
5002935,bad
5002936,bad
5002937,bad
5002938,good
5002939,good
5002940,good
5002943,bad
5002944,bad
5002945,bad
5002946,bad
5002947,neutral
5002948,neutral
5002949,neutral
5002950,bad
5002953,neutral
5002955,good
5002956,good
5002958,bad
5002961,bad
5002962,neutral
5002963,good
5002964,good
5002966,good
5002967,bad
5002968,neutral
5002969,neutral
5002970,neutral
5002971,neutral
5002972,neutral
5002973,neutral
5002974,neutral
5002975,neutral
5002976,neutral
5002977,neutral
5002978,neutral
5002979,neutral
5002981,neutral
5002982,neutral
5002983,neutral
5002985,bad
5002986,bad
5002987,neutral
5002988,neutral
5002989,neutral
5002990,neutral
5002991,neutral
5002992,neutral
5002993,neutral
5002994,neutral
5002995,neutral
5002996,bad
5002999,neutral
5003000,bad
5003001,neutral
5003002,neutral
5003003,bad
5003006,bad
5003007,bad
5003008,good
5003011,good
5003012,good
5003013,good
5003014,neutral
5003015,bad
5003016,neutral
5003017,bad
5003018,bad
5003019,neutral
5003020,neutral
5003021,good
5003023,neutral
5003024,bad
5003025,neutral
5003026,neutral
5003027,neutral
5003028,neutral
5003029,good
5003030,neutral
5003031,neutral
5003033,neutral
5003034,good
5003035,neutral
5003036,neutral
5003037,neutral
5003038,neutral
5003039,neutral
5003040,neutral
5003041,neutral
5003042,neutral
5003043,neutral
5003046,neutral
5003049,good
5003050,good
5003051,neutral
5003052,neutral
5003053,neutral
5003054,neutral
5003056,bad
5003057,bad
5003058,neutral
5003059,good
5003061,neutral
5003065,neutral
5003066,neutral
5003067,neutral
5003068,neutral
5003069,neutral
5003070,neutral
5003073,bad
5003074,neutral
5003075,neutral
5003076,neutral
5003079,bad
5003082,bad
5003083,bad
5003084,neutral
5003086,bad
5003088,bad
5003089,neutral
5003090,neutral
5003091,neutral
5003092,neutral
5003093,neutral
5003094,neutral
5003095,neutral
5003096,neutral
5003097,bad
5003098,bad
5003099,neutral
5003100,neutral
5003101,neutral
5003102,bad
5003103,bad
5003104,neutral
5003105,bad
5003106,neutral
5003107,neutral
5003108,neutral
5003110,good
5003111,bad
5003112,neutral
5003113,neutral
5003115,neutral
5003116,neutral
5003117,neutral
5003118,neutral
5003119,good
5003120,neutral
5003121,neutral
5003122,neutral
5003123,neutral
5003124,bad
5003125,neutral
5003126,neutral
5003127,neutral
5003128,neutral
5003129,neutral
5003131,neutral
5003132,neutral
5003133,neutral
5003134,bad
5003135,bad
5003136,neutral
5003137,neutral
5003138,neutral
5003139,neutral
5003140,bad
5003141,good
5003142,neutral
5003143,neutral
5003144,good
5003145,neutral
5003146,neutral
5003147,neutral
5003148,neutral
5003149,bad
5003150,good
5003151,neutral
5003152,neutral
5003153,bad
5003154,neutral
5003155,neutral
5003156,neutral
5003157,neutral
5003158,bad
5003159,bad
5003160,neutral
5003161,bad
5003162,neutral
5003163,neutral
5003164,neutral
5003165,neutral
5003166,neutral
5003167,bad
5003168,good
5003169,neutral
5003170,neutral
5003171,bad
5003172,bad
5003173,bad
5003174,neutral
5003175,bad
5003176,bad
5003177,bad
5003178,neutral
5003179,neutral
5003180,neutral
5003181,neutral
5003182,neutral
5003183,bad
5003186,bad
5003187,neutral
5003188,neutral
5003189,neutral
5003194,bad
5003197,bad
5003198,neutral
5003199,bad
5003200,good
5003201,neutral
5003202,good
5003203,neutral
5003205,neutral
5003206,neutral
5003207,neutral
5003209,bad
5003210,good
5003211,neutral
5003212,bad
5003214,good
5003219,bad
5003220,neutral
5003221,good
5003222,good
5003224,neutral
5003225,neutral
5003226,neutral
5003227,neutral
5003228,good
5003229,neutral
5003230,neutral
5003231,bad
5003232,bad
5003233,neutral
5003234,neutral
5003235,neutral
5003236,good
5003237,bad
5003238,good
5003239,bad
5003240,bad
5003241,bad
5003242,good
5003243,neutral
5003244,bad
5003245,bad
5003246,bad
5003247,neutral
5003248,neutral
5003249,good
5003250,neutral
5003252,neutral
5003253,neutral
5003255,bad
5003256,neutral
5003257,neutral
5003258,neutral
5003259,neutral
5003260,neutral
5003261,bad
5003262,neutral
5003263,neutral
5003264,neutral
5003265,neutral
5003266,bad
5003267,neutral
5003268,good
5003269,good
5003270,neutral
5003272,neutral
5003273,bad
5003274,neutral
5003275,neutral
5003276,neutral
5003277,neutral
5003278,neutral
5003279,bad
5003281,good
5003282,bad
5003283,good
5003284,neutral
5003286,neutral
5003287,bad
5003288,neutral
5003289,bad
5003291,neutral
5003292,good
5003293,good
5003294,bad
5003295,neutral
5003298,neutral
5003299,neutral
5003300,neutral
5003301,neutral
5003302,neutral
5003303,neutral
5003304,bad
5003305,bad
5003306,bad
5003307,bad
5003308,neutral
5003311,neutral
5003312,neutral
5003313,bad
5003314,bad
5003315,neutral
5003316,neutral
5003317,neutral
5003318,neutral
5003319,neutral
5003320,bad
5003321,good
5003322,good
5003323,good
5003324,good
5003325,good
5003326,good
5003328,bad
5003329,neutral
5003330,bad
5003334,neutral
5003335,neutral
5003337,bad
5003338,bad
5003339,neutral
5003343,neutral
5003344,bad
5003345,bad
5003346,neutral
5003349,neutral
5003350,neutral
5003351,neutral
5003352,neutral
5003353,good
5003354,neutral
5003355,neutral
5003356,neutral
5003357,neutral
5003358,neutral
5003359,neutral
5003360,good
5003362,neutral
5003364,bad
5003365,good
5003366,neutral
5003367,neutral
5003369,neutral
5003370,neutral
5003371,bad
5003372,neutral
5003373,bad
5003374,bad
5003375,bad
5003377,neutral
5003378,neutral
5003383,neutral
5003385,neutral
5003386,bad
5003388,bad
5003391,good
5003392,neutral
5003393,bad
5003394,neutral
5003395,neutral
5003396,good
5003397,bad
5003398,neutral
5003400,good
5003401,bad
5003402,good
5003408,neutral
5003409,neutral
5003410,neutral
5003411,bad
5003412,bad
5003413,good
5003414,good
5003415,good
5003417,neutral
5003418,neutral
5003420,bad
5003421,bad
5003422,good
5003423,good
5003424,bad
5003428,neutral
5003430,neutral
5003431,bad
5003432,good
5003433,neutral
5003434,good
5003435,bad
5003436,neutral
5003437,neutral
5003438,neutral
5003440,neutral
5003441,neutral
5003442,bad
5003444,neutral
5003445,good
5003449,bad
5003450,neutral
5003451,bad
5003452,neutral
5003453,bad
5003454,bad
5003455,good
5003456,neutral
5003457,bad
5003458,neutral
5003459,neutral
5003460,neutral
5003461,neutral
5003463,bad
5003464,neutral
5003465,neutral
5003466,good
5003467,neutral
5003469,neutral
5003470,neutral
5003471,neutral
5003472,neutral
5003473,neutral
5003474,neutral
5003475,neutral
5003476,neutral
5003477,neutral
5003478,good
5003479,neutral
5003480,neutral
5003481,neutral
5003482,bad
5003483,good
5003484,neutral
5003485,bad
5003486,good
5003487,neutral
5003490,bad
5003492,neutral
5003493,neutral
5003494,neutral
5003495,neutral
5003496,bad
5003497,neutral
5003498,neutral
5003499,neutral
5003500,neutral
5003504,neutral
5003505,neutral
5003506,neutral
5003507,neutral
5003509,neutral
5003510,bad
5003511,bad
5003512,bad
5003513,bad
5003514,neutral
5003515,neutral
5003516,neutral
5003517,neutral
5003518,neutral
5003519,neutral
5003520,neutral
5003521,neutral
5003522,good
5003523,neutral
5003524,neutral
5003525,neutral
5003526,neutral
5003527,neutral
5003528,neutral
5003531,good
5003532,good
5003533,good
5003534,good
5003535,neutral
5003536,bad
5003537,good
5003538,neutral
5003539,neutral
5003540,neutral
5003541,neutral
5003542,neutral
5003543,neutral
5003545,good
5003546,good
5003547,good
5003548,neutral
5003549,bad
5003550,bad
5003551,neutral
5003553,good
5003558,neutral
5003560,neutral
5003561,neutral
5003562,bad
5003563,neutral
5003564,bad
5003565,neutral
5003566,bad
5003567,good
5003568,neutral
5003569,neutral
5003570,bad
5003571,neutral
5003572,neutral
5003574,neutral
5003576,neutral
5003577,bad
5003579,good
5003582,good
5003583,bad
5003584,bad
5003586,good
5003587,neutral
5003588,good
5003589,neutral
5003590,neutral
5003591,bad
5003593,neutral
5003594,neutral
5003596,good
5003597,neutral
5003598,bad
5003599,bad
5003600,neutral
5003601,bad
5003602,neutral
5003603,neutral
5003604,good
5003605,bad
5003606,neutral
5003607,bad
5003608,bad
5003609,neutral
5003610,neutral
5003611,neutral
5003612,neutral
5003613,neutral
5003616,neutral
5003620,neutral
5003621,neutral
5003622,neutral
5003623,neutral
5003624,neutral
5003627,neutral
5003628,neutral
5003629,neutral
5003630,bad
5003631,bad
5003632,bad
5003633,neutral
5003634,neutral
5003635,neutral
5003636,good
5003640,bad
5003642,bad
5003643,neutral
5003644,good
5003645,neutral
5003646,bad
5003647,good
5003648,bad
5003649,bad
5003651,neutral
5003652,neutral
5003659,bad
5003660,bad
5003661,neutral
5003662,bad
5003663,neutral
5003665,bad
5003666,bad
5003667,bad
5003670,good
5003671,neutral
5003673,neutral
5003674,bad
5003677,good
5003678,neutral
5003679,neutral
5003683,good
5003684,neutral
5003685,neutral
5003686,neutral
5003687,neutral
5003688,neutral
5003689,neutral
5003690,neutral
5003691,neutral
5003698,bad
5003701,neutral
5003702,bad
5003703,bad
5003704,bad
5003705,bad
5003706,bad
5003709,neutral
5003710,neutral
5003711,neutral
5003712,neutral
5003713,neutral
5003714,neutral
5003715,neutral
5003716,neutral
5003717,good
5003718,neutral
5003719,neutral
5003720,bad
5003721,neutral
5003722,good
5003725,neutral
5003726,good
5003727,neutral
5003728,neutral
5003729,neutral
5003733,good
5003734,neutral
5003736,bad
5003738,bad
5003739,neutral
5003740,neutral
5003741,bad
5003742,bad
5003743,bad
5003744,neutral
5003745,neutral
5003746,neutral
5003747,neutral
5003748,good
5003749,good
5003750,good
5003751,neutral
5003756,good
5003757,bad
5003758,bad
5003759,neutral
5003760,neutral
5003761,bad
5003762,neutral
5003763,bad
5003764,neutral
5003765,bad
5003766,neutral
5003767,good
5003768,good
5003769,good
5003770,bad
5003771,neutral
5003772,neutral
5003774,neutral
5003775,neutral
5003776,neutral
5003777,neutral
5003778,bad
5003779,neutral
5003780,neutral
5003781,neutral
5003782,neutral
5003783,neutral
5003784,neutral
5003785,bad
5003786,bad
5003787,bad
5003790,good
5003791,neutral
5003792,bad
5003793,bad
5003794,neutral
5003795,neutral
5003796,neutral
5003797,neutral
5003798,neutral
5003802,neutral
5003803,neutral
5003804,bad
5003806,neutral
5003807,neutral
5003808,neutral
5003809,neutral
5003810,bad
5003811,bad
5003812,neutral
5003813,bad
5003814,neutral
5003821,neutral
5003822,bad
5003823,bad
5003824,good
5003825,neutral
5003826,neutral
5003827,good
5003828,good
5003829,neutral
5003830,neutral
5003831,neutral
5003836,bad
5003837,bad
5003838,neutral
5003839,bad
5003840,neutral
5003841,neutral
5003842,bad
5003843,neutral
5003844,good
5003845,good
5003846,bad
5003847,neutral
5003848,bad
5003849,neutral
5003852,bad
5003853,neutral
5003854,bad
5003855,bad
5003856,bad
5003857,neutral
5003860,good
5003861,good
5003862,good
5003863,good
5003865,bad
5003866,neutral
5003867,neutral
5003868,neutral
5003870,bad
5003871,neutral
5003872,neutral
5003873,bad
5003874,neutral
5003875,bad
5003876,neutral
5003880,bad
5003881,bad
5003882,bad
5003885,good
5003886,good
5003887,bad
5003888,neutral
5003889,neutral
5003890,neutral
5003892,neutral
5003893,neutral
5003895,neutral
5003897,neutral
5003898,good
5003900,neutral
5003901,bad
5003902,neutral
5003905,bad
5003906,bad
5003907,neutral
5003912,bad
5003913,bad
5003914,neutral
5003915,good
5003916,good
5003917,neutral
5003918,neutral
5003919,neutral
5003920,neutral
5003921,neutral
5003922,neutral
5003924,good
5003925,good
5003927,neutral
5003928,bad
5003929,neutral
5003930,bad
5003932,good
5003933,good
5003934,bad
5003935,good
5003936,good
5003937,good
5003939,neutral
5003941,neutral
5003942,neutral
5003944,neutral
5003947,neutral
5003948,neutral
5003949,neutral
5003950,neutral
5003951,neutral
5003952,bad
5003953,bad
5003954,bad
5003955,bad
5003956,bad
5003957,bad
5003960,bad
5003961,neutral
5003962,bad
5003963,neutral
5003964,neutral
5003965,neutral
5003966,neutral
5003967,neutral
5003968,neutral
5003969,neutral
5003970,bad
5003972,bad
5003973,bad
5003975,neutral
5003976,neutral
5003977,neutral
5003978,neutral
5003979,good
5003980,neutral
5003981,neutral
5003982,good
5003983,neutral
5003984,neutral
5003985,neutral
5003986,neutral
5003987,neutral
5003988,neutral
5003989,bad
5003990,bad
5003991,neutral
5003992,neutral
5003993,neutral
5003994,bad
5003995,bad
5003996,neutral
5003997,neutral
5003998,good
5003999,neutral
5004001,neutral
5004004,neutral
5004005,bad
5004007,bad
5004008,neutral
5004009,neutral
5004012,neutral
5004013,neutral
5004014,neutral
5004015,bad
5004016,bad
5004017,neutral
5004018,neutral
5004019,neutral
5004020,neutral
5004021,bad
5004022,neutral
5004023,neutral
5004024,neutral
5004025,neutral
5004026,good
5004028,bad
5004029,bad
5004030,neutral
5004031,neutral
5004032,neutral
5004033,bad
5004034,good
5004036,bad
5004037,neutral
5004041,good
5004042,neutral
5004043,bad
5004044,bad
5004045,bad
5004046,neutral
5004047,bad
5004048,neutral
5004052,good
5004053,good
5004054,neutral
5004055,bad
5004056,good
5004057,good
5004058,good
5004059,good
5004063,good
5004065,neutral
5004066,neutral
5004067,bad
5004068,neutral
5004071,bad
5004072,neutral
5004075,neutral
5004076,neutral
5004077,neutral
5004081,good
5004082,bad
5004083,bad
5004084,good
5004085,bad
5004086,neutral
5004087,neutral
5004089,neutral
5004090,neutral
5004091,bad
5004092,good
5004093,good
5004094,good
5004095,neutral
5004096,bad
5004097,neutral
5004099,bad
5004101,neutral
5004102,neutral
5004104,neutral
5004105,bad
5004106,neutral
5004107,neutral
5004108,neutral
5004109,neutral
5004111,neutral
5004113,bad
5004114,neutral
5004115,neutral
5004116,good
5004117,good
5004118,good
5004122,neutral
5004123,neutral
5004124,bad
5004125,neutral
5004126,bad
5004127,neutral
5004128,neutral
5004129,bad
5004130,bad
5004131,bad
5004132,bad
5004133,neutral
5004134,good
5004135,bad
5004136,neutral
5004137,bad
5004138,neutral
5004140,neutral
5004141,bad
5004145,good
5004147,neutral
5004149,neutral
5004151,bad
5004152,bad
5004153,bad
5004155,neutral
5004156,bad
5004157,bad
5004158,neutral
